,id,text,label
12312,16067,"For more than 13 months, an 8-year-old Nigerian girl with pigtails and a thousand-watt smile has been held in custody here by immigration officials, abandoned by relatives after she arrived alone in the United States and now trapped in a legal limbo.",8
9603,12383,"Pope John Paul II opened the first official visit by a pope to Israel, declaring after he arrived in Tel Aviv that he felt ''deep emotion'' on setting foot ''in the land where God chose to pitch his tent.'' Among the people he will meet are several elderly Jews, Holocaust survivors, from his own hometown in Poland.",20
23943,30099,Security experts are using behavior detection techniques to search for terrorists at some of the nation’s airports. What are the pros and cons of this new effort?,9
1767,2570,"President Clinton has acknowledged in an interview that he twice discussed policy about Indonesia and China with James T. Riady, the Indonesian financier, Democratic contributor and longtime friend of Mr. Clinton who is at the center of several inquiries into the influence of foreign money in Washington.",18
21098,26975,"MENDHAM TOWNSHIP, N.J. - The residents here, among the wealthiest in the nation, pay top dollar to live in this quiet slip of a place, happily trading convenience for woodsy acreage and maple-lined streets. The quaint old post office, straight out of a Norman Rockwell painting, is the only commercial building in town, and the Fourth of July parade is the liveliest event of the year.",12
1511,2191,"The Clinton Administration is expanding a program that is significantly reshaping the Government's land holdings, trading surplus public acreage to take environmentally sensitive sites out of private hands.",19
368,635,Gov. George E. Pataki unveiled a broad plan today intended to lower health care costs by lifting most of the rules that control the fees charged by hospitals.,2
28029,22851,The man who survived an attack by robbers on a subway train last week in which his brother died described the ordeal yesterday.,10
12037,15756,"Albert J. Dunlap directed a huge accounting fraud as chief executive of the Sunbeam Corporation and was aided by a partner of Arthur Andersen, the firm that audited Sunbeam's books, the Securities and Exchange Commission contends in a civil case filed yesterday.",10
13649,17692,"While investigators are focusing on how much money investors and employees lost in the Enron Corporation's collapse, some shareholders and lawmakers are now setting their sights on another target: the millions that Enron insiders received by selling their shares while the price was still high.",10
1704,2498,"After ending a campaign of pointed denunciations of President Clinton, Speaker Newt Gingrich sounded more conciliatory than he did in 1994, when he began honing his reputation as a revolutionary. Page B3.",18
7142,9135,"In a Memphis courtroom, the families of four deceased smokers, including a homemaker and a long-haul truck driver, are suing the nation's three biggest tobacco companies for $660 million in damages.",2
10097,13239,"They began arriving before dawn, crossing south over the border in cars and pickup trucks and small caravans, with an unusual degree of optimism in their hearts and their voter registration cards in their wallets.",17
2740,3884,"She was lying in a makeshift hospital in the refugee camp south of this city, suffering from fever and the effects of a miscarriage, when the attack occurred. She does not remember the machete falling on her, or even the face of her attacker.",17
22758,28720,"WASHINGTON, Jan. 25 - Having stabilized his political standing after a difficult 2005, President Bush is heading into his State of the Union address on Tuesday intent primarily on retaining his party's slim majority in Congress this year and completing unfinished business from his existing agenda.",18
16713,21657,"The first Democratic presidential debate of the campaign, for all its racket and disarray, served to divide the field into two distinct camps. Each embraced a strikingly different appeal to a party that campaign aides describe as hungry to remove President Bush from office, yet deeply worried about its chances for victory next year.",18
26339,11566,"Page through The Art of Simple Living, a new magazine published by a division of Hearst Magazines, and notice that it looks like most feel-good women's magazines. There is a profile of the pop singer Sarah McLachlan, an article about growing an indoor herb garden and step-by-step instructions for brewing tea.",2
30598,22789,,20
18699,24292,"TOKYO, March 31 — The Yankees' official slogan this season is ""World Class,"" and their principal owner, George Steinbrenner, has a pinstriped worldview. Baseball wants to grow the game, Steinbrenner wants to grow his empire. It took an extra day, but this is what he had in mind.",20
22913,28883,"WASHINGTON, Feb. 18 - Older voters, a critical component of Republican Congressional victories for more than a decade, could end up being a major vulnerability for the party in this year's midterm elections, according to strategists in both parties. Paradoxically, one reason is the new Medicare drug benefit, which was intended to cement their loyalty.",2
17188,22346,"Spam has become the bane of the Internet because it is so cheap and easy to send that many businesses and individuals do so. Spammers these days pay as little as 0.025 of a cent to send an e-mail message. The computing costs for the recipients, or their Internet providers, to process each message are similarly tiny.",15
15345,19777,"A protracted dispute between New York City and hundreds of community gardeners ended yesterday when the city agreed to preserve some 500 community gardens and use others to build more than 2,000 apartments during the next year, a 20 percent increase over the normal production of city-sponsored housing.",12
24979,973,"House and Senate negotiators tentatively agreed today on a measure that would eventually require states to begin mandatory testing of newborns for H.I.V., the virus that causes AIDS, if health officials cannot reduce the number of infected infants, people involved in the talks said tonight.",2
6087,7878,"As a black nationalist was concluding a youth rally in Harlem with an expletive-laced diatribe against Mayor Rudolph W. Giuliani and the police yesterday afternoon, police officers in riot gear stormed the stage, prompting a series of scuffles and tense standoffs to end what had been a peaceful event on an ugly note of violence.",10
16504,21342,"In one of the largest paratroop drops since World War II, more than 1,000 members of the 173rd Airborne Brigade landed in Kurdish-held northern Iraq tonight, military officials said.",14
9055,11664,"As recently as last week, Mayor Rudolph W. Giuliani was grudgingly content to leave the fate of his former friend, Schools Chancellor Rudy Crew, in the hands of the seven members of the Board of Education. After all, the mayor is on the verge of declaring his candidacy for the Senate. He needs stability, not complication.",5
4152,5639,Kathy Herrera had just given her son Lian Jhonathan Caceres money for a haircut. He set off armed with a document assuring whoever asked that he had no identity card because of bureaucratic inefficiency.,17
27596,20503,"Henry A. Kissinger abruptly resigned today as chairman of the commission intended to investigate the Sept. 11 attacks, informing President Bush that he could not serve if it meant revealing the clients of his consulting firm.",14
12493,16343,The Senate defied threats from the White House and the Mexican government today and voted overwhelmingly to support efforts to impose strict safety standards on Mexican trucks seeking access to American roads.,9
18619,24187,"Two decades after Love Canal became the first polluted site on the newly created Superfund list, federal officials announced yesterday that the neighborhood that epitomized environmental horror in the late 1970's was clean enough to be taken off the list.",6
5033,6611,"General managers of opera companies tend to be tough-skinned types who know how to calm fiery divas and placate high-strung tenors. But Joseph Volpe, the general manager of the Metropolitan Opera, has reached his limit with two of the Met's current celebrity singers, who are also the opera world's most famous married couple: the French-born Sicilian tenor Roberto Alagna and the glamorous Romanian soprano Angela Gheorghiu.",20
21363,27249,"Denise Jack and other car owners thought they had it bad when a 75-foot retaining wall in Washington Heights in northern Manhattan collapsed on May 12, burying their parked vehicles beneath untold tons of debris. But their ordeal was actually just beginning.",13
15701,20225,"The state of Tamil Nadu has been at the vanguard of the AIDS epidemic in India, the country with the world's second-highest number of H.I.V. cases. It has among India's highest rates of H.I.V., but also led efforts to curb the infection through prevention.",17
20420,26253,An independent commission investigating the United Nations oil-for-food program in Iraq said last night that the organization's auditors did not monitor the giant aid effort adequately and that its officials in some cases ignored recommendations that United Nations auditors deemed crucial to the program's success.,17
16889,21913,"More than 13,000 of the Arab and Muslim men who came forward earlier this year to register with immigration authorities -- roughly 16 percent of the total -- may now face deportation, government officials say.",8
5657,7363,"Secretary General Kofi Annan of the United Nations said today that Nigeria's new military Government pledged to release all remaining political prisoners, among them Moshood K. O. Abiola, who was jailed after apparently winning the 1993 presidential election.",17
27115,16113,"In its second decision this week affirming the rights of immigrants, the Supreme Court ruled today that the government may not detain deportable aliens indefinitely simply for lack of a country willing to take them.",8
22297,28203,"WHITEWATER, Wis. - Nearly every college has some screwball who never seems to graduate, lingering year after year as classmates move on. And then there is Johnny Lechner.",5
23726,29864,President Bush's qualified support for Israel's strikes on Lebanon put him on a potential collision course with his European allies on the eve of the annual Group of 8 summit meeting.,17
13452,17415,"Even though many coaches, journalists and fans disagree, Nebraska finished No. 2 in the Bowl Championship Series ahead of Colorado and Oregon, putting the Cornhuskers in the Rose Bowl. SportsMonday, Page D1.",20
14251,18421,The Israeli government and army indicated today that they intended to carry on with the broad military sweep through the West Bank despite President Bush's calls for the operation to wind down.,17
5670,7376,"In the pulsating sunlight, children churn round and round on a groaning Jolly Caterpillar, while others vigilantly man the guns on the rocket ship, caring not a whit that the paint is faded and the upholstery torn. Their parents watch dreamily, remembering how they once rode the same rides in the same little kiddie land.",19
2574,3674,"Swiss prosecutors have concluded that drug traffickers paid the brother of Mexico's ex-President tens of millions of dollars to protect narcotics shipments (a charge he denies), and the Swiss are preparing to seize the money. The findings have significant implications for Citibank and other banks that helped the Mexican, Raul Salinas de Gortari, channel money to Swiss accounts.",17
4823,6375,"Speaker Newt Gingrich defended Kenneth W. Starr yesterday, even as the Republican leader of the Senate said it was time for the Whitewater independent counsel to wrap up his investigation and ''show his cards.''",18
30518,21973,"The men arrived in this barren corner of western Iraq only two days ago, local residents said. Attracting little attention at first, they pitched tents on an isolated stream bed five miles from this ancient Euphrates River farming town.",14
23059,29082,"New York University and Columbia have each received donations of about $200 million, among the largest to academic institutions in recent years. The gifts, from different donors, come as both universities try to compete with rivals that have far larger endowments.",5
7174,9168,"Enraged by the capture of the foremost Kurdish rebel leader, protesters stormed diplomatic posts throughout Europe and elsewhere today, taking hostages and setting fires -- and in some cities even setting themselves on fire.",17
9567,12338,"A bill to create ''civil unions'' giving gay and lesbian couples virtually all the benefits of marriage cleared its most critical legislative hurdle and gained final approval in the Vermont House of Representatives tonight, setting the stage for the state to adopt the most sweeping set of rights for same-sex couples in the country.",1
21076,26947,Correction Appended,2
14184,18352,"Israeli ground forces stormed Yasir Arafat's compound in the West Bank city of Ramallah today, smashing through walls and battling from room to room as the Bush administration's campaign for a truce staggered beneath a wave of anger and violence.",17
5031,6609,"Buoyant in his first day back in the Oval Office after 12 days in Africa, President Clinton gathered his economic advisers in the Rose Garden and lambasted the budget proposal Senate Republicans pushed through on Thursday night. Clearly emboldened by the dismissal of Paula Corbin Jones's sexual misconduct lawsuit against him, the President vowed not to be distracted by such matters.",18
592,907,"The Palestine National Council, the Palestinian parliament-in-exile whose roster of members reads like a who's who of Israel's old enemies, convened today in Gaza to hear Yasir Arafat say that the time had come to formally take Israel's destruction off the Palestinian agenda.",17
20349,26177,"PARIS, Dec. 28 - The tsunami that struck over the weekend spread a ring of destruction through nearly a dozen countries. Those are the places most directly affected, and on a calamitous scale. But the disaster has rippled far beyond South Asia, making it truly a tragedy felt across the globe.",20
16718,21662,"In the hours before American bombs began falling on the Iraqi capital, one of President Saddam Hussein's sons and a close adviser carried off nearly $1 billion in cash from the country's Central Bank, according to American and Iraqi officials here.",17
13550,17529,"Weary but grateful, the passengers of American Airlines Flight 63 arrived at Miami International Airport just before dawn today, relieved that their resolve had apparently averted what could have been a midair catastrophe.",17
18455,24010,Correction Appended,15
1237,1747,"The vote by Congress last week to unravel the Federal welfare system will bring profound changes in the way the nation deals with its poor. When President Clinton signs the legislation, as he has said he will do, states will get vast new authority, and welfare recipients will be under stricter requirements and limitations.",11
20435,26271,"WASHINGTON Jan. 12 - The federal government issued new dietary guidelines for Americans on Wednesday, and for the first time since the recommendations were introduced in 1980, they emphasize weight loss as well as healthy eating and cardiovascular health.",2
21756,27654,"MILL VALLEY, Calif. - Tommy Odom's remains lie on a steep wind-swept hill at Forever Fernwood, beneath an oak sapling, a piece of petrified wood and a bundle of dried sage tied with a lavender ribbon.",6
9529,12274,The Whitney Museum of American Art's Biennial is an exhibition of new and often cutting-edge American art.,1
1176,1678,"After spending almost three somber hours with relatives of the victims killed in the crash of Trans World Airlines Flight 800, President Clinton announced yesterday that he had ordered several steps to tighten security at the nation's airports, including heightened scrutiny of passengers, luggage and cargo.",9
20495,26332,"""What does Shelly want?""",20
2822,3971,"A group of Iraqis who worked with the Central Intelligence Agency in a failed attempt to undermine Saddam Hussein and were offered refuge by the United States Government are now in jail in California, facing expulsion from this country.",14
5747,7461,"In the so-called presidential wing of Nigeria's international airport, a former President recently released from jail lay slumped today awaiting a flight delayed because there was no jet fuel for the aircraft.",17
4970,6541,This is a place that has learned to cherish a slow day.,5
21528,27423,"BAGHDAD, Iraq, July 7 - The insurgent group Al Qaeda in Iraq said Thursday that it had killed Egypt's ambassador-designate in Iraq, Ihab al-Sharif, four days after gunmen seized him on a street in a diplomatic quarter in western Baghdad, where he had driven alone to buy a local newspaper.",14
16735,21681,"This city has joined a small but growing movement to use income, not race, as a primary factor in assigning students to schools.",5
27688,20898,President Bush's top national security aides are debating whether to declassify satellite photographs of suspected Iraqi weapons sites and truck convoys -- along with telephone intercepts and interviews with defectors and detainees -- to demonstrate that Iraq is defying inspections.,14
3355,4632,President Clinton called the bombings a ''barbarous act'' and asked the Palestinians to take concrete steps to fight terrorism. Page A10.,17
24904,564,"President Clinton challenged the Republican-controlled Congress today to approve a proposal to use $2 billion in tax breaks to spur the revitalization of mildly contaminated urban industrial sites, even as he accused the lawmakers of mounting ""the most aggressive anti-environmental campaign in our history.""",6
5741,7455,The defamation finding against the Rev. Al Sharpton in the Tawana Brawley case struck at the campaign he has waged to establish himself as a force in mainstream politics.,1
16789,21737,"The mourners came pouring in to the wealthy Khozama neighborhood by the hundreds over the last three nights, the younger men kissing the deputy governor of Riyadh on the forehead as a Bedouin mark of respect, his peers bussing him on the cheeks. ''May God extend his condolences,'' they murmur.",17
697,1087,"Around dusk on Saturday, with two American climbers and five others missing and probably already dead atop Mount Everest, a 35-year-old New Zealander made a satellite telephone call to his pregnant wife from a snowhole just below the summit of the world's highest peak.",20
589,904,The people of the Chechen flatlands have developed a routine in the weeks since President Boris N. Yeltsin announced his initiative to end the war in this secessionist region in southern Russia.,17
12527,16394,"Awakened to the chill of a wintry dawn in this mist-covered town hidden in the mountains of northern Ethiopia, peasants and priests groped through dark stone-pitted dirt roads on their way to prayer. After climbing to the town's highest hills, they descended into pits carved out of rock, inside which rose stately 800-year-old churches that were hewn, it is said, by a king laboring during the day and by angels toiling at night.",20
16144,20887,"Every so often, when the phones grow quiet and the copiers still, Margot E. Miles glances at the lawyers devouring cases around her and thinks: ''I could do that. I would love to do that.''",5
7902,10089,"Chicago's anti-loitering law, which other cities looked to as a model for reclaiming the streets in gang-infested neighborhoods, was declared unconstitutional by the Supreme Court today on the ground that it gave the police too much discretion to single out innocent people. The vote was 6 to 3.",10
22987,28990,The young Egyptian professional could pass for any New York bachelor.,20
27218,17438,"In announcing that it would break off contact with Yasir Arafat and conduct military operations in Palestinian cities, the Israeli government of Prime Minister Ariel Sharon came close this morning to proclaiming the end of the peace process that flowered eight years ago in Oslo.",17
9998,13017,"A day after he angrily confronted a magazine reporter before a Braves game in Atlanta, the reliever John Rocker was demoted to the minor leagues yesterday and fined $5,000.",20
19606,25375,Correction Appended,17
29742,13106,The Senate voted unanimously today to approve a bill that catapults electronic commerce to a new level by allowing consumers and businesses to sign contracts online and know that their e-signature is just as binding as one in ink.,13
10161,13324,"When Anthony L. Watson took command of the Health Insurance Plan of Greater New York nearly a decade ago, he vowed to turn the city's oldest and least expensive health maintenance organization into a first-class operation. He had bold plans to keep caring for the nonprofit's traditional New York clientele -- city workers and the poor -- while attracting millions of wealthier corporate employees up and down the East Coast.",2
5702,7411,"Dealing a sharp setback to the Clinton Administration, a Federal appeals court today ordered Secret Service officials to testify before a grand jury about what they knew of any relationship between President Clinton and Monica S. Lewinsky.",18
5516,7202,"Even in the friendly crowd at an afternoon coffee, where three generations of women were gathered around a silver punch bowl, talking politics in between bites of ham roll, the Senate candidate Blanche Lambert Lincoln heard the usual question: ''Do you see hubby and the babies at all?''",18
20410,26242,"WASHINGTON, Jan. 7 - After raids in recent months that captured hundreds of insurgents in Iraq, the United States has significantly increased the number of prisoners it says are foreign fighters, a group the Bush administration contends are not protected by the Geneva Conventions, American officials said.",14
7888,10072,"Whatever energy and euphoria the Knicks had left from their improbable victory in Game 3 Saturday dissipated in a flat performance at Madison Square Garden last night. Undermined by turnovers and unable to create any offensive consistency, New York lost to the Indiana Pacers, 90-78, in Game 4.",20
19413,25139,"At S Cemetery in Umlazi Township, Innocent Gasa's handiwork is everywhere: endless mounds of fresh red earth topped with headstones, unpainted wooden crosses, or, for the most miserable, bricks bearing a painted identifying number. Mr. Gasa has dug graves on this lumpy, unkempt, Halloween-spooky hilltop for two years now, five holes a week, 52 weeks a year, well over 500 holes in all.",17
5976,7724,"On Jan. 20, 1997, as an ebullient Bill Clinton took the oath of office for the second term that he hoped would secure his place in history, he returned to a theme that had been at the core of his claim to be a new kind of Democrat, declaring: ''Each and every one of us, in our own way, must assume personal responsibility, not only for ourselves and our families but for our neighbors and our nation.''",18
2154,3077,"Until four years ago, Lee Soo Chun, an equipment repairman at Hyundai Heavy Industries, lived a threadbare existence with his wife and son in a single rented room.",17
6226,8045,"Responding royally once again to the persistent challenge of Sammy Sosa, Mark McGwire snatched back the lead in the home run race yesterday. McGwire had slugged a homer the night before to tie the race at 66 after Sosa had taken a rare lead; yesterday, McGwire hit Nos. 67 and 68, right, against Montreal in St. Louis to take the lead again by two home runs.",20
2037,2937,"One of Speaker Newt Gingrich's most enthusiastic supporters today became the first Republican to announce that he would not vote for Mr. Gingrich for a second term as Speaker, saying that Mr. Gingrich's explanations for admitted ethical lapses did not ring true.",18
8656,11104,"As five days of debate opened on a proposal to change the rules on campaign finance, the exchanges were fierce as Republicans in the normally staid Senate turned on one of their own.",18
7288,9287,"When an 86-year-old woman with Alzheimer's disease broke her hip, Deborah Newquist was the person who stayed with her at the hospital here. Years earlier, Dr. Newquist had arranged 24-hour home care for the woman and her bedridden husband, and she also took care of everything from having their house painted to getting their cat to the veterinarian.",2
1453,2033,"Since the Depression, a small group of accountants has controlled the annual audits of all the towns and counties in New Jersey, using a system of antiquated and arcane rules that are laid out in books and loose-leaf notebooks stored in their offices and passed on to a select few.",20
28402,28941,"BAGHDAD, Iraq, Feb. 26 - Leaders of the main Sunni Arab political bloc have decided to return to suspended talks over the formation of a new government, the top Sunni negotiator said Sunday. The step could help defuse the sectarian tensions that threatened to spiral into open civil war last week after the bombing of a Shiite shrine and the killings of Sunnis in reprisal.",17
1169,1671,"As scientists struggled to find the source of an outbreak of a deadly strain of bacteria that has caused food poisoning in 8,000 Japanese and killed seven of them, Prime Minister Ryutaro Hashimoto called an emergency Cabinet meeting today and pledged that the Government would take measures to combat the situation, which he called ""a national problem that has deeply entered into the Japanese people's life.""",17
21680,27576,"WASHINGTON, July 31 - As the Pentagon was making its final preparations to begin war crimes trials against four detainees at Guantánamo Bay, Cuba, two senior prosecutors complained in confidential messages last year that the trial system had been secretly arranged to improve the chance of conviction and to deprive defendants of material that could prove their innocence.",14
14582,18819,"The day of Aug. 6, 2001, broke in the capital with the steamy torpor of deep summer. Congress was in recess, and President Bush, away on a working vacation at his Texas ranch, was out jogging before the temperature began its climb above 100 degrees. He later hacked brush in a sweltering gulch and fished for bass in a stocked pond. Maybe, later, his aides said, he would finish reading a biography of John Adams.",14
169,288,"For the third time in less than six weeks, a New York City firefighter died while on duty yesterday, when the roof of an auto body shop in Brooklyn collapsed on him as he searched for people inside the building.",10
24128,30320,"A secret investigation of news leaks at Hewlett-Packard was more elaborate than previously reported, and almost from the start involved the illicit gathering of private phone records and direct surveillance of board members and journalists, according to The New York Times.",13
20172,25990,"KIEV, Ukraine, Dec. 1 - Ukraine appears to be headed toward holding a new election under an agreement announced Wednesday night to adopt a sweeping reorganization of political power.",17
22042,27944,"NOVATO, Calif. - Janice Quinci likes nice things: fashionable clothes, dinner out with her husband, a private school for her daughter. With a household income in the six figures, Ms. Quinci can pretty much enjoy it all.",12
3999,5461,"As the 105th Congress ended its first session tonight, it could boast of one paramount, bipartisan achievement: the midsummer legislation to balance the budget and cut taxes. But the ill will, stalemate and destruction of the session's closing weeks point to a return to sharp partisanship next year.",18
18736,24337,"It was intended as a statement against the kind of perfectionism that drives some Bowdoin College students to spend two hours a day on the treadmill: plastered all over campus recently were photographs of naked undergraduate Bowdoin women -- or at least their bodies, as the pictures had been shot from the neck down -- in all their short, tall, thin, not-so-thin, fit and unfit, anonymous, unairbrushed glory.",5
24152,30349,"The friendless death of Nixzmary Brown in Brooklyn last January demanded a reckoning. She was broken and starved, 7 years old, left in a den her brothers and sisters called ""the dirty room."" Child welfare workers, teachers, the police and the parents all came under scrutiny.",10
26312,11384,"President Boris N. Yeltsin and the West squared off over Chechnya today, as the Russian leader told a European summit meeting that the West had no right to criticize Russia for its campaign against ''bandits and murderers.''",17
1531,2212,"For years, Bo Gritz, a former Green Beret commando and a leader of the far-right militia movement, has warned of government conspiracies to restrict freedoms and called for upright citizens to arm themselves and move to the Idaho hills to escape government tyranny and survive Armageddon.",14
12434,16280,"It is rare for foreign officials to address labor conventions, much less raise their fist in solidarity with the union members.",8
7196,9193,President Clinton warned President Slobodan Milosevic of Yugoslavia today not to ''stonewall'' a peace settlement in Kosovo and threatened to bomb Serbia if Mr. Milosevic missed the Saturday deadline for an end to the peace talks.,14
27621,20578,Nearly two dozen cities around the country have passed resolutions urging federal authorities to respect the civil rights of local citizens when fighting terrorism. Efforts to pass similar measures are under way in more than 60 other places.,1
28374,28563,"HASTINGS-ON-HUDSON, N.Y. - The handsome Tudor-style home at 150 Edgars Lane, built for less than $10,000 in 1925 on a hillside in this Hudson River town, never seemed to change much through all of its previous owners. Each family updated the house, but in modest ways until Tom and Julie Hirschfeld came along.",12
16823,21788,"Christie Whitman, the odd woman out in the Bush administration, said today that she was resigning as administrator of the Environmental Protection Agency because she did not like having a commuter marriage.",6
26440,12130,"The stock market plummeted a day after Alan Greenspan, the chairman of the Federal Reserve, warned that interest rates would continue to increase until economic growth slows and the stock market cools down.",0
9983,12997,Frito-Lay announced in January that it would stop using biotechnology-based corn in its chips. Gerber Products has banned genetically modified ingredients from its baby food. And McDonald's has asked its suppliers not to ship it genetically altered potatoes.,3
24801,157,"Voting in their first general election today, Palestinians gave a broad endorsement to Yasir Arafat's leadership in building their homeland.",17
15593,20069,"The United States formally presented the full Security Council today with a draft resolution that includes a threat of military action against Iraq, sharply increasing the pressure on France, Russia and China to agree to a tough measure to force Baghdad to disarm.",14
12928,16828,"Two weeks after the terrorist attacks in New York and on the Pentagon, investigators have not yet identified any knowing accomplices in the United States or uncovered a broad support network that assisted the 19 hijackers, a senior law enforcement official said today.",14
21344,27227,"A White House official who once led the oil industry's fight against limits on greenhouse gases has repeatedly edited government climate reports in ways that play down links between such emissions and global warming, according to internal documents.",18
15502,19960,"The White House is developing a detailed plan, modeled on the postwar occupation of Japan, to install an American-led military government in Iraq if the United States topples Saddam Hussein, senior administration officials said today.",14
24950,864,"With his budget proposal fraying and prospects of help from Albany fading fast, Mayor Rudolph W. Giuliani said yesterday that he now planned to eliminate as many as 12,000 employees from New York City's payroll in the coming fiscal year, only weeks after proposing a more modest reduction of 2,750.",20
28175,23852,"Senator John Kerry had just taken the stage on Saturday at a packed rally at the Oklahoma State Firefighters Memorial in Oklahoma City, and he was fired up. ''George Bush thought he could play dress-up on an aircraft carrier and you wouldn't notice,'' he thundered. ''Ask yourself, whose mission is accomplished?''",18
11838,15448,"Scott Evertz, a leader among gay Republicans in Wisconsin, will be named director of the White House Office of National AIDS Policy, senior White House officials say. Mr. Evertz, 38, will be the first openly gay person to serve in a Republican administration, his allies among gay advocacy groups say. The White House officials declined to discuss Mr. Evertz's sexuality or its significance, saying Mr. Bush did not take such concerns into account when making appointments.",18
4934,6502,"A vast majority of people who have dropped off New York State's rapidly shrinking welfare rolls have not obtained legitimate jobs, a state survey indicates.",4
15079,19434,"Qwest Communications reported a $1.14 billion loss in the second quarter, but it also said that it had met its goal of generating more cash than it spent. Business Day, Page C3.",13
26559,12809,"Fed by winds gusting up to 50 miles per hour, a wildfire resumed its path of devastation today, forcing the evacuation of as many as 25,000 people and destroying at least 260 homes but apparently not causing serious damage at the Los Alamos National Laboratory, where nuclear weapons are designed.",20
17433,22647,"Mayor Michael R. Bloomberg's grand experiment to turn around the nation's largest school system begins on Monday when New York City's 1.1 million students return for an academic year that has parents, educators and public officials filled with hope and fear and a sense, for better or worse, that nothing is quite the same.",5
24450,30713,"JERUSALEM, Nov. 12 - Even before the American elections, a certain wariness had crept into the intimate friendship between Israel and the United States. The summer war in Lebanon produced questions in Washington about the competence of Prime Minister Ehud Olmert. In Jerusalem, there were worries about the American approach to Iran and the Palestinians.",17
2900,4061,"The Clinton Administration's proposal to pay $1 billion in dues owed to the United Nations has run aground in Congress. Republicans are insisting on paying only some of the debt, over a longer stretch of time and only after the United Nations agrees to a series of demands.",17
25511,4020,"Kenneth W. Starr, the Whitewater independent counsel, thought the Supreme Court was about to make a big mistake.",18
25389,3154,"AFTER a record five hours of pre-game programming, Fox will finally offer us Super Bowl XXXI tonight, sometime after 6 P.M. Will it be great? Will we remember it tomorrow? Or will it fade into the oblivion of blowouts?",20
29731,13005,,18
10984,14412,"The villagers crept out of the bush on a recent morning, and although the soil here is among Africa's richest, some arrived with hollow cheeks and shrunken limbs.",17
27153,16166,"President Bush and President Jiang Zemin of China talked to each other today for the first time, and Mr. Bush brought up the recent arrests of American citizens and green-card holders by Chinese security forces, administration officials said.",17
9931,12876,"Rudolph W. Giuliani has often been called operatic, but little in his past prepared the audience for yesterday's performance. It was a new character on stage: vulnerable, affectionate, introspective, indecisive, apologetic to his enemies, more concerned with being ''better as a person'' than winning a political fight.",18
20429,26265,"BAGHDAD, Iraq, Jan. 11 - Prime Minister Ayad Allawi acknowledged for the first time on Tuesday that ""pockets"" of Iraq would be too dangerous for voters to cast ballots in the election this month, as insurgents continued their effort to disrupt the campaign, killing at least 15 Iraqis and attacking one of the country's main election offices.",17
18132,23580,"Attorney General John Ashcroft disqualified himself on Tuesday from any involvement in the investigation into whether Bush administration officials illegally disclosed the identity of an undercover C.I.A. officer. At the same time, the Justice Department brought in a special counsel to lead the politically charged case.",18
19414,25141,"Senator John Edwards, summoning all his skills as a trial lawyer and a populist, made an impassioned case for Senator John Kerry on Wednesday, hailing him as a battle-tested veteran ready to be commander in chief and a man who could restore economic hope and opportunity.",18
25791,7333,"Susan H. McDougal was still wearing her orange prison suit, but the look on her face was sheer joy as she shed her cuffs and leg chains and savored the freedom granted her last week by a Federal judge in Arkansas. But she will have little time to celebrate or relax after her official scheduled release from a California prison on July 5.",18
15930,20603,"Broadening the inquiry into Enron's collapse, federal investigators who have been examining the esoteric details of off-the-books partnership schemes are now looking at such basics as whether the company misled investors about the value of hard assets like pipelines and power plants, according to people involved in the case.",10
15695,20219,"Two weekends ago, Harvey L. Pitt took his son and friends in a stretch limousine to a remote part of Maryland to shoot paint-ball guns.",13
22547,28466,"BUSH'S DETAILS -- The president's speech offered plenty of specific numbers, referring to Iraqi and American troops, and results of opinion polls. The numbers were generally close to those in published reports. PAGE A10",14
3285,4557,"Seeking to reassert control over mutinous House Republicans, Speaker Newt Gingrich pointedly reminded his members today that he is the party's ''head coach'' in the House and said he assumed he would remain Speaker for five more years.",18
4702,6245,"For the second time in a month, President Suharto gave in to international pressure over the country's economic crisis, backing away for the moment from a quick-fix plan to peg the Indonesian currency to the dollar.",17
13327,17281,"In a region coping with Islamist movements, tiny Bahrain has made a strategic shift: from ruthlessness to openness.",17
1535,2216,"It took six years and endless arm-twisting for American trade negotiators to persuade Japan, South Korea and nearly every European nation to end one of the biggest forms of corporate welfare in the world: billions of dollars in government subsidies for shipbuilders.",9
4612,6138,"The economy created jobs at a surprisingly robust pace in January, the Government reported today, evidence that America's economic stamina has withstood any disruptions caused so far by the financial tumult in Asia.",4
9580,12359,"After years of luring Manhattan jobs and companies across the Hudson River with promises of cheap real estate, lower taxes and tax breaks, New Jersey now finds that an interloper on its western flank is wooing manufacturers, distributors and back offices to the Lehigh Valley of northeastern Pennsylvania.",12
10419,13687,"Maqbool Ahmed has dreams of instant wealth, which ordinarily would require a mighty burst of imagination from a man living in the Bombay slum of Geeta Nagar, a hideous warren of hovels where the air reeks of kerosene and fish, and there are only 24 toilets for 6,000 people.",17
25519,4153,"The social safety net that Canadians have long cherished was badly frayed by the budget cuts of Prime Minister Jean Chretien, who inherited a huge budget deficit. But every opinion poll before parliamentary elections today indicates that voters are ready to return him to power.",17
3848,5256,"The nation's health authorities are increasingly concerned about a poultry contaminant that can be as debilitating, if not as deadly, as salmonella. Researchers say that the contaminant, the campylobacter bacterium, infects a larger percentage of chickens than they had realized and that antibiotics used to treat people sickened by infected poultry appear to be losing their effectiveness.",3
